"region";"tid";"statistikkvariabel";"Folkemengde 1. januar og endringer i kalenderåret, etter region, tid og statistikkvariabel"
"04 Hedmark";"1995";"Levendefødte";2073
"04 Hedmark";"1995";"Døde";2331
"04 Hedmark";"1995";"Innflyttinger";4373
"04 Hedmark";"1995";"Utflyttinger";4467
"04 Hedmark";"1996";"Folkemengde";186247
"04 Hedmark";"1996";"Levendefødte";2085
"04 Hedmark";"1996";"Døde";2302
"04 Hedmark";"1996";"Innflyttinger";4358
"04 Hedmark";"1996";"Utflyttinger";4373
"04 Hedmark";"1997";"Folkemengde";186003
"04 Hedmark";"1997";"Levendefødte";1962
"04 Hedmark";"1997";"Døde";2393
"04 Hedmark";"1997";"Innflyttinger";4911
"04 Hedmark";"1997";"Utflyttinger";4371
"04 Hedmark";"1998";"Folkemengde";186118
"04 Hedmark";"1998";"Levendefødte";1910
"04 Hedmark";"1998";"Døde";2402
"04 Hedmark";"1998";"Innflyttinger";4975
"04 Hedmark";"1998";"Utflyttinger";4272
"04 Hedmark";"1999";"Folkemengde";186321
"04 Hedmark";"1999";"Levendefødte";1999
"04 Hedmark";"1999";"Døde";2330
"04 Hedmark";"1999";"Innflyttinger";5730
"04 Hedmark";"1999";"Utflyttinger";4612
"04 Hedmark";"2000";"Folkemengde";187103
"04 Hedmark";"2000";"Levendefødte";2033
"04 Hedmark";"2000";"Døde";2218
"04 Hedmark";"2000";"Innflyttinger";5871
"04 Hedmark";"2000";"Utflyttinger";4796
"04 Hedmark";"2001";"Folkemengde";187999
"04 Hedmark";"2001";"Levendefødte";1905
"04 Hedmark";"2001";"Døde";2305
"04 Hedmark";"2001";"Innflyttinger";5298
"04 Hedmark";"2001";"Utflyttinger";4921
"04 Hedmark";"2002";"Folkemengde";187965
"04 Hedmark";"2002";"Levendefødte";1844
"04 Hedmark";"2002";"Døde";2442
"04 Hedmark";"2002";"Innflyttinger";5503
"04 Hedmark";"2002";"Utflyttinger";4576
"04 Hedmark";"2003";"Folkemengde";188281
"04 Hedmark";"2003";"Levendefødte";1919
"04 Hedmark";"2003";"Døde";2242
"04 Hedmark";"2003";"Innflyttinger";5195
"04 Hedmark";"2003";"Utflyttinger";4829
"04 Hedmark";"2004";"Folkemengde";188326
"04 Hedmark";"2004";"Levendefødte";1848
"04 Hedmark";"2004";"Døde";2172
"04 Hedmark";"2004";"Innflyttinger";4969
"04 Hedmark";"2004";"Utflyttinger";4582
"04 Hedmark";"2005";"Folkemengde";188376
"04 Hedmark";"2005";"Levendefødte";1740
"04 Hedmark";"2005";"Døde";2168
"04 Hedmark";"2005";"Innflyttinger";5094
"04 Hedmark";"2005";"Utflyttinger";4534
"04 Hedmark";"2006";"Folkemengde";188511
"04 Hedmark";"2006";"Levendefødte";1830
"04 Hedmark";"2006";"Døde";2231
"04 Hedmark";"2006";"Innflyttinger";5336
"04 Hedmark";"2006";"Utflyttinger";4769
"04 Hedmark";"2007";"Folkemengde";188692
"04 Hedmark";"2007";"Levendefødte";1750
"04 Hedmark";"2007";"Døde";2095
"04 Hedmark";"2007";"Innflyttinger";5817
"04 Hedmark";"2007";"Utflyttinger";4885
"04 Hedmark";"2008";"Folkemengde";189289
"04 Hedmark";"2008";"Levendefødte";1844
"04 Hedmark";"2008";"Døde";2173
"04 Hedmark";"2008";"Innflyttinger";5672
"04 Hedmark";"2008";"Utflyttinger";4576
"04 Hedmark";"2009";"Folkemengde";190071
"04 Hedmark";"2009";"Levendefødte";1905
"04 Hedmark";"2009";"Døde";2305
"04 Hedmark";"2009";"Innflyttinger";5749
"04 Hedmark";"2009";"Utflyttinger";4710
"04 Hedmark";"2010";"Folkemengde";190709
"04 Hedmark";"2010";"Levendefødte";1799
"04 Hedmark";"2010";"Døde";2230
"04 Hedmark";"2010";"Innflyttinger";6241
"04 Hedmark";"2010";"Utflyttinger";4893
"04 Hedmark";"2011";"Folkemengde";191622
"04 Hedmark";"2011";"Levendefødte";1769
"04 Hedmark";"2011";"Døde";2111
"04 Hedmark";"2011";"Innflyttinger";6572
"04 Hedmark";"2011";"Utflyttinger";5048
"04 Hedmark";"2012";"Folkemengde";192791
"04 Hedmark";"2012";"Levendefødte";1868
"04 Hedmark";"2012";"Døde";2175
"04 Hedmark";"2012";"Innflyttinger";6655
"04 Hedmark";"2012";"Utflyttinger";5433
"04 Hedmark";"2013";"Folkemengde";193719
"04 Hedmark";"2013";"Levendefødte";1714
"04 Hedmark";"2013";"Døde";2136
"04 Hedmark";"2013";"Innflyttinger";6593
"04 Hedmark";"2013";"Utflyttinger";5438
"04 Hedmark";"2014";"Folkemengde";194433
"04 Hedmark";"2014";"Levendefødte";1682
"04 Hedmark";"2014";"Døde";2082
"04 Hedmark";"2014";"Innflyttinger";6689
"04 Hedmark";"2014";"Utflyttinger";5569
"04 Hedmark";"2015";"Folkemengde";195153
"04 Hedmark";"2015";"Levendefødte";0
"04 Hedmark";"2015";"Døde";0
"04 Hedmark";"2015";"Innflyttinger";0
"04 Hedmark";"2015";"Utflyttinger";0
"05 Oppland";"1951";"Folkemengde";160496
"05 Oppland";"1951";"Levendefødte";2913
"05 Oppland";"1951";"Døde";1288
"05 Oppland";"1951";"Innflyttinger";8068
"05 Oppland";"1951";"Utflyttinger";8511
"05 Oppland";"1952";"Folkemengde";161678
"05 Oppland";"1952";"Levendefødte";2959
"05 Oppland";"1952";"Døde";1356
"05 Oppland";"1952";"Innflyttinger";6770
"05 Oppland";"1952";"Utflyttinger";7532
"05 Oppland";"1953";"Folkemengde";162519
"05 Oppland";"1953";"Levendefødte";2943
"05 Oppland";"1953";"Døde";1383
"05 Oppland";"1953";"Innflyttinger";7424
"05 Oppland";"1953";"Utflyttinger";8197
"05 Oppland";"1954";"Folkemengde";163306
"05 Oppland";"1954";"Levendefødte";2910
"05 Oppland";"1954";"Døde";1422
"05 Oppland";"1954";"Innflyttinger";7109
"05 Oppland";"1954";"Utflyttinger";7811
"05 Oppland";"1955";"Folkemengde";164092
"05 Oppland";"1955";"Levendefødte";2997
"05 Oppland";"1955";"Døde";1367
"05 Oppland";"1955";"Innflyttinger";7792
"05 Oppland";"1955";"Utflyttinger";8764
"05 Oppland";"1956";"Folkemengde";164639
"05 Oppland";"1956";"Levendefødte";2915
"05 Oppland";"1956";"Døde";1400
"05 Oppland";"1956";"Innflyttinger";7637
"05 Oppland";"1956";"Utflyttinger";8848
"05 Oppland";"1957";"Folkemengde";164943
"05 Oppland";"1957";"Levendefødte";2894
"05 Oppland";"1957";"Døde";1444
"05 Oppland";"1957";"Innflyttinger";4147
"05 Oppland";"1957";"Utflyttinger";5089
"05 Oppland";"1958";"Folkemengde";165451
"05 Oppland";"1958";"Levendefødte";2820
"05 Oppland";"1958";"Døde";1453
"05 Oppland";"1958";"Innflyttinger";3852
"05 Oppland";"1958";"Utflyttinger";4743
"05 Oppland";"1959";"Folkemengde";165927
"05 Oppland";"1959";"Levendefødte";2790
"05 Oppland";"1959";"Døde";1480
"05 Oppland";"1959";"Innflyttinger";3519
"05 Oppland";"1959";"Utflyttinger";4728
"05 Oppland";"1960";"Folkemengde";166028
"05 Oppland";"1960";"Levendefødte";2723
"05 Oppland";"1960";"Døde";1486
"05 Oppland";"1960";"Innflyttinger";4402
"05 Oppland";"1960";"Utflyttinger";5551
"05 Oppland";"1961";"Folkemengde";166303
"05 Oppland";"1961";"Levendefødte";2607
"05 Oppland";"1961";"Døde";1529
"05 Oppland";"1961";"Innflyttinger";7326
"05 Oppland";"1961";"Utflyttinger";8137
"05 Oppland";"1962";"Folkemengde";166570
"05 Oppland";"1962";"Levendefødte";2595
"05 Oppland";"1962";"Døde";1535
"05 Oppland";"1962";"Innflyttinger";4269
"05 Oppland";"1962";"Utflyttinger";5229
"05 Oppland";"1963";"Folkemengde";166670
"05 Oppland";"1963";"Levendefødte";2730
"05 Oppland";"1963";"Døde";1739
"05 Oppland";"1963";"Innflyttinger";4277
"05 Oppland";"1963";"Utflyttinger";5254
"05 Oppland";"1964";"Folkemengde";166684
"05 Oppland";"1964";"Levendefødte";2679
"05 Oppland";"1964";"Døde";1571
"05 Oppland";"1964";"Innflyttinger";4329
"05 Oppland";"1964";"Utflyttinger";4688
"05 Oppland";"1965";"Folkemengde";167433
"05 Oppland";"1965";"Levendefødte";2721
"05 Oppland";"1965";"Døde";1648
"05 Oppland";"1965";"Innflyttinger";4567
"05 Oppland";"1965";"Utflyttinger";4922
"05 Oppland";"1966";"Folkemengde";168151
"05 Oppland";"1966";"Levendefødte";2789
"05 Oppland";"1966";"Døde";1630
"05 Oppland";"1966";"Innflyttinger";4748
"05 Oppland";"1966";"Utflyttinger";4998
"05 Oppland";"1967";"Folkemengde";168908
"05 Oppland";"1967";"Levendefødte";2727
"05 Oppland";"1967";"Døde";1595
"05 Oppland";"1967";"Innflyttinger";4878
"05 Oppland";"1967";"Utflyttinger";5093
"05 Oppland";"1968";"Folkemengde";169825
"05 Oppland";"1968";"Levendefødte";2689
"05 Oppland";"1968";"Døde";1667
"05 Oppland";"1968";"Innflyttinger";4971
"05 Oppland";"1968";"Utflyttinger";4998
"05 Oppland";"1969";"Folkemengde";170908
"05 Oppland";"1969";"Levendefødte";2791
"05 Oppland";"1969";"Døde";1786
"05 Oppland";"1969";"Innflyttinger";4871
"05 Oppland";"1969";"Utflyttinger";4898
"05 Oppland";"1970";"Folkemengde";171855
"05 Oppland";"1970";"Levendefødte";2615
"05 Oppland";"1970";"Døde";1735
"05 Oppland";"1970";"Innflyttinger";6174
"05 Oppland";"1970";"Utflyttinger";6233
"05 Oppland";"1971";"Folkemengde";172479
"05 Oppland";"1971";"Levendefødte";2625
"05 Oppland";"1971";"Døde";1790
"05 Oppland";"1971";"Innflyttinger";5616
"05 Oppland";"1971";"Utflyttinger";4835
"05 Oppland";"1972";"Folkemengde";174074
"05 Oppland";"1972";"Levendefødte";2580
"05 Oppland";"1972";"Døde";1856
"05 Oppland";"1972";"Innflyttinger";5581
"05 Oppland";"1972";"Utflyttinger";4770
"05 Oppland";"1973";"Folkemengde";175673
"05 Oppland";"1973";"Levendefødte";2460
"05 Oppland";"1973";"Døde";1928
"05 Oppland";"1973";"Innflyttinger";5459
"05 Oppland";"1973";"Utflyttinger";5003
"05 Oppland";"1974";"Folkemengde";176658
"05 Oppland";"1974";"Levendefødte";2373
"05 Oppland";"1974";"Døde";1889
"05 Oppland";"1974";"Innflyttinger";5421
"05 Oppland";"1974";"Utflyttinger";4939
"05 Oppland";"1975";"Folkemengde";177598
"05 Oppland";"1975";"Levendefødte";2229
"05 Oppland";"1975";"Døde";1841
"05 Oppland";"1975";"Innflyttinger";5261
"05 Oppland";"1975";"Utflyttinger";4971
"05 Oppland";"1976";"Folkemengde";178211
"05 Oppland";"1976";"Levendefødte";1998
"05 Oppland";"1976";"Døde";1936
"05 Oppland";"1976";"Innflyttinger";4822
"05 Oppland";"1976";"Utflyttinger";4540
"05 Oppland";"1977";"Folkemengde";178549
"05 Oppland";"1977";"Levendefødte";1884
"05 Oppland";"1977";"Døde";1847
"05 Oppland";"1977";"Innflyttinger";5098
"05 Oppland";"1977";"Utflyttinger";4607
"05 Oppland";"1978";"Folkemengde";179064
"05 Oppland";"1978";"Levendefødte";1916
"05 Oppland";"1978";"Døde";1974
"05 Oppland";"1978";"Innflyttinger";5107
"05 Oppland";"1978";"Utflyttinger";4163
"05 Oppland";"1979";"Folkemengde";179931
"05 Oppland";"1979";"Levendefødte";1914
"05 Oppland";"1979";"Døde";2038
"05 Oppland";"1979";"Innflyttinger";4765
"05 Oppland";"1979";"Utflyttinger";4264
"05 Oppland";"1980";"Folkemengde";180285
"05 Oppland";"1980";"Levendefødte";1896
"05 Oppland";"1980";"Døde";1834
"05 Oppland";"1980";"Innflyttinger";4769
"05 Oppland";"1980";"Utflyttinger";4337
"05 Oppland";"1981";"Folkemengde";180765
"05 Oppland";"1981";"Levendefødte";1899
"05 Oppland";"1981";"Døde";1971
"05 Oppland";"1981";"Innflyttinger";4853
"05 Oppland";"1981";"Utflyttinger";4283
"05 Oppland";"1982";"Folkemengde";181265
"05 Oppland";"1982";"Levendefødte";1835
"05 Oppland";"1982";"Døde";2009
"05 Oppland";"1982";"Innflyttinger";4951
"05 Oppland";"1982";"Utflyttinger";3923
"05 Oppland";"1983";"Folkemengde";182126
"05 Oppland";"1983";"Levendefødte";1890
"05 Oppland";"1983";"Døde";2010
"05 Oppland";"1983";"Innflyttinger";4529
"05 Oppland";"1983";"Utflyttinger";4080
"05 Oppland";"1984";"Folkemengde";182440
"05 Oppland";"1984";"Levendefødte";1824
"05 Oppland";"1984";"Døde";2002
"05 Oppland";"1984";"Innflyttinger";3892
"05 Oppland";"1984";"Utflyttinger";4046
"05 Oppland";"1985";"Folkemengde";182102
"05 Oppland";"1985";"Levendefødte";1812
"05 Oppland";"1985";"Døde";2205
"05 Oppland";"1985";"Innflyttinger";4273
"05 Oppland";"1985";"Utflyttinger";4209
"05 Oppland";"1986";"Folkemengde";181796
"05 Oppland";"1986";"Levendefødte";1815
"05 Oppland";"1986";"Døde";2169
"05 Oppland";"1986";"Innflyttinger";4556
"05 Oppland";"1986";"Utflyttinger";4449
"05 Oppland";"1987";"Folkemengde";181512
"05 Oppland";"1987";"Levendefødte";1877
"05 Oppland";"1987";"Døde";2250
"05 Oppland";"1987";"Innflyttinger";5905
"05 Oppland";"1987";"Utflyttinger";4701
"05 Oppland";"1988";"Folkemengde";182341
"05 Oppland";"1988";"Levendefødte";2051
"05 Oppland";"1988";"Døde";2175
"05 Oppland";"1988";"Innflyttinger";5799
"05 Oppland";"1988";"Utflyttinger";5483
"05 Oppland";"1989";"Folkemengde";182510
"05 Oppland";"1989";"Levendefødte";2044
"05 Oppland";"1989";"Døde";2223
"05 Oppland";"1989";"Innflyttinger";4923
"05 Oppland";"1989";"Utflyttinger";4874
"05 Oppland";"1990";"Folkemengde";182350
"05 Oppland";"1990";"Levendefødte";2240
"05 Oppland";"1990";"Døde";2316
"05 Oppland";"1990";"Innflyttinger";4754
"05 Oppland";"1990";"Utflyttinger";4436
"05 Oppland";"1991";"Folkemengde";182593
"05 Oppland";"1991";"Levendefødte";2107
"05 Oppland";"1991";"Døde";2241
"05 Oppland";"1991";"Innflyttinger";4445
"05 Oppland";"1991";"Utflyttinger";4377
"05 Oppland";"1992";"Folkemengde";182546
"05 Oppland";"1992";"Levendefødte";2196
"05 Oppland";"1992";"Døde";2222
"05 Oppland";"1992";"Innflyttinger";4106
"05 Oppland";"1992";"Utflyttinger";3999
"05 Oppland";"1993";"Folkemengde";182617
"05 Oppland";"1993";"Levendefødte";2105
"05 Oppland";"1993";"Døde";2235
"05 Oppland";"1993";"Innflyttinger";4754
"05 Oppland";"1993";"Utflyttinger";3900
"05 Oppland";"1994";"Folkemengde";183351
"05 Oppland";"1994";"Levendefødte";2084
"05 Oppland";"1994";"Døde";2207
"05 Oppland";"1994";"Innflyttinger";4808
"05 Oppland";"1994";"Utflyttinger";4731
"05 Oppland";"1995";"Folkemengde";183301
"05 Oppland";"1995";"Levendefødte";2081
"05 Oppland";"1995";"Døde";2269
"05 Oppland";"1995";"Innflyttinger";4661
"05 Oppland";"1995";"Utflyttinger";4886
"05 Oppland";"1996";"Folkemengde";182883
"05 Oppland";"1996";"Levendefødte";2014
"05 Oppland";"1996";"Døde";2068
"05 Oppland";"1996";"Innflyttinger";4242
"05 Oppland";"1996";"Utflyttinger";4658
"05 Oppland";"1997";"Folkemengde";182433
"05 Oppland";"1997";"Levendefødte";2049
"05 Oppland";"1997";"Døde";2204
"05 Oppland";"1997";"Innflyttinger";4525
"05 Oppland";"1997";"Utflyttinger";4645
"05 Oppland";"1998";"Folkemengde";182162
"05 Oppland";"1998";"Levendefødte";2034
"05 Oppland";"1998";"Døde";2225
"05 Oppland";"1998";"Innflyttinger";4948
"05 Oppland";"1998";"Utflyttinger";4655
"05 Oppland";"1999";"Folkemengde";182239
"05 Oppland";"1999";"Levendefødte";2053
"05 Oppland";"1999";"Døde";2321
"05 Oppland";"1999";"Innflyttinger";5419
"05 Oppland";"1999";"Utflyttinger";4699
"05 Oppland";"2000";"Folkemengde";182701
"05 Oppland";"2000";"Levendefødte";2095
"05 Oppland";"2000";"Døde";2211
"05 Oppland";"2000";"Innflyttinger";5501
"05 Oppland";"2000";"Utflyttinger";4667
"05 Oppland";"2001";"Folkemengde";183419
"05 Oppland";"2001";"Levendefødte";1953
"05 Oppland";"2001";"Døde";2193
"05 Oppland";"2001";"Innflyttinger";5109
"05 Oppland";"2001";"Utflyttinger";5061
"05 Oppland";"2002";"Folkemengde";183235
"05 Oppland";"2002";"Levendefødte";1920
"05 Oppland";"2002";"Døde";2210
"05 Oppland";"2002";"Innflyttinger";5202
"05 Oppland";"2002";"Utflyttinger";4570
"05 Oppland";"2003";"Folkemengde";183582
"05 Oppland";"2003";"Levendefødte";1923
"05 Oppland";"2003";"Døde";2111
"05 Oppland";"2003";"Innflyttinger";4869
"05 Oppland";"2003";"Utflyttinger";4564
"05 Oppland";"2004";"Folkemengde";183690
"05 Oppland";"2004";"Levendefødte";1781
"05 Oppland";"2004";"Døde";2058
"05 Oppland";"2004";"Innflyttinger";4484
"05 Oppland";"2004";"Utflyttinger";4722
"05 Oppland";"2005";"Folkemengde";183174
"05 Oppland";"2005";"Levendefødte";1819
"05 Oppland";"2005";"Døde";2047
"05 Oppland";"2005";"Innflyttinger";4884
"05 Oppland";"2005";"Utflyttinger";4659
"05 Oppland";"2006";"Folkemengde";183204
"05 Oppland";"2006";"Levendefødte";1834
"05 Oppland";"2006";"Døde";1979
"05 Oppland";"2006";"Innflyttinger";4864
"05 Oppland";"2006";"Utflyttinger";4900
"05 Oppland";"2007";"Folkemengde";183037
"05 Oppland";"2007";"Levendefødte";1750
"05 Oppland";"2007";"Døde";2039
"05 Oppland";"2007";"Innflyttinger";5701
"05 Oppland";"2007";"Utflyttinger";4798
"05 Oppland";"2008";"Folkemengde";183637
"05 Oppland";"2008";"Levendefødte";1873
"05 Oppland";"2008";"Døde";2045
"05 Oppland";"2008";"Innflyttinger";5464
"05 Oppland";"2008";"Utflyttinger";4643
"05 Oppland";"2009";"Folkemengde";184288
"05 Oppland";"2009";"Levendefødte";1849
"05 Oppland";"2009";"Døde";1996
"05 Oppland";"2009";"Innflyttinger";5731
"05 Oppland";"2009";"Utflyttinger";4654
"05 Oppland";"2010";"Folkemengde";185216
"05 Oppland";"2010";"Levendefødte";1844
"05 Oppland";"2010";"Døde";1986
"05 Oppland";"2010";"Innflyttinger";6152
"05 Oppland";"2010";"Utflyttinger";5134
"05 Oppland";"2011";"Folkemengde";186087
"05 Oppland";"2011";"Levendefødte";1769
"05 Oppland";"2011";"Døde";1964
"05 Oppland";"2011";"Innflyttinger";6536
"05 Oppland";"2011";"Utflyttinger";5264
"05 Oppland";"2012";"Folkemengde";187147
"05 Oppland";"2012";"Levendefødte";1763
"05 Oppland";"2012";"Døde";2088
"05 Oppland";"2012";"Innflyttinger";6049
"05 Oppland";"2012";"Utflyttinger";5608
"05 Oppland";"2013";"Folkemengde";187254
"05 Oppland";"2013";"Levendefødte";1678
"05 Oppland";"2013";"Døde";2044
"05 Oppland";"2013";"Innflyttinger";6518
"05 Oppland";"2013";"Utflyttinger";5574
"05 Oppland";"2014";"Folkemengde";187820
"05 Oppland";"2014";"Levendefødte";1776
"05 Oppland";"2014";"Døde";2013
"05 Oppland";"2014";"Innflyttinger";6748
"05 Oppland";"2014";"Utflyttinger";5521
"05 Oppland";"2015";"Folkemengde";188807
"05 Oppland";"2015";"Levendefødte";0
"05 Oppland";"2015";"Døde";0
"05 Oppland";"2015";"Innflyttinger";0
"05 Oppland";"2015";"Utflyttinger";0
"06 Buskerud";"1951";"Folkemengde";156220
"06 Buskerud";"1951";"Levendefødte";2723
"06 Buskerud";"1951";"Døde";1326
"06 Buskerud";"1951";"Innflyttinger";7865
"06 Buskerud";"1951";"Utflyttinger";7832
"06 Buskerud";"1952";"Folkemengde";157650
"06 Buskerud";"1952";"Levendefødte";2566
"06 Buskerud";"1952";"Døde";1388
"06 Buskerud";"1952";"Innflyttinger";7349
"06 Buskerud";"1952";"Utflyttinger";7496
"06 Buskerud";"1953";"Folkemengde";158681
"06 Buskerud";"1953";"Levendefødte";2760
"06 Buskerud";"1953";"Døde";1427
"06 Buskerud";"1953";"Innflyttinger";7879
"06 Buskerud";"1953";"Utflyttinger";8009
"06 Buskerud";"1954";"Folkemengde";159884
"06 Buskerud";"1954";"Levendefødte";2691
"06 Buskerud";"1954";"Døde";1429
"06 Buskerud";"1954";"Innflyttinger";7844
"06 Buskerud";"1954";"Utflyttinger";7691
"06 Buskerud";"1955";"Folkemengde";161299
"06 Buskerud";"1955";"Levendefødte";2754
"06 Buskerud";"1955";"Døde";1478
"06 Buskerud";"1955";"Innflyttinger";8179
"06 Buskerud";"1955";"Utflyttinger";8063
"06 Buskerud";"1956";"Folkemengde";162760
"06 Buskerud";"1956";"Levendefødte";2779
"06 Buskerud";"1956";"Døde";1462
"06 Buskerud";"1956";"Innflyttinger";8574
"06 Buskerud";"1956";"Utflyttinger";8516
"06 Buskerud";"1957";"Folkemengde";164135
"06 Buskerud";"1957";"Levendefødte";2747
"06 Buskerud";"1957";"Døde";1514
"06 Buskerud";"1957";"Innflyttinger";5500
"06 Buskerud";"1957";"Utflyttinger";5150
"06 Buskerud";"1958";"Folkemengde";165718
"06 Buskerud";"1958";"Levendefødte";2684
"06 Buskerud";"1958";"Døde";1571
"06 Buskerud";"1958";"Innflyttinger";4893
"06 Buskerud";"1958";"Utflyttinger";4938
"06 Buskerud";"1959";"Folkemengde";166786
"06 Buskerud";"1959";"Levendefødte";2629
"06 Buskerud";"1959";"Døde";1560
"06 Buskerud";"1959";"Innflyttinger";5110
"06 Buskerud";"1959";"Utflyttinger";5169
"06 Buskerud";"1960";"Folkemengde";167796
"06 Buskerud";"1960";"Levendefødte";2584
"06 Buskerud";"1960";"Døde";1631
"06 Buskerud";"1960";"Innflyttinger";5700
"06 Buskerud";"1960";"Utflyttinger";5889
"06 Buskerud";"1961";"Folkemengde";168351
"06 Buskerud";"1961";"Levendefødte";2600
"06 Buskerud";"1961";"Døde";1682
"06 Buskerud";"1961";"Innflyttinger";5141
"06 Buskerud";"1961";"Utflyttinger";5243
"06 Buskerud";"1962";"Folkemengde";169167
"06 Buskerud";"1962";"Levendefødte";2552
"06 Buskerud";"1962";"Døde";1698
"06 Buskerud";"1962";"Innflyttinger";5732
"06 Buskerud";"1962";"Utflyttinger";5371
"06 Buskerud";"1963";"Folkemengde";170382
"06 Buskerud";"1963";"Levendefødte";2610
"06 Buskerud";"1963";"Døde";1985
"06 Buskerud";"1963";"Innflyttinger";6253
"06 Buskerud";"1963";"Utflyttinger";5259
"06 Buskerud";"1964";"Folkemengde";186805
"06 Buskerud";"1964";"Levendefødte";2936
"06 Buskerud";"1964";"Døde";1917
"06 Buskerud";"1964";"Innflyttinger";6213
"06 Buskerud";"1964";"Utflyttinger";5012
"06 Buskerud";"1965";"Folkemengde";189025
"06 Buskerud";"1965";"Levendefødte";3009
"06 Buskerud";"1965";"Døde";1912
"06 Buskerud";"1965";"Innflyttinger";5959
"06 Buskerud";"1965";"Utflyttinger";5397
"06 Buskerud";"1966";"Folkemengde";190684
"06 Buskerud";"1966";"Levendefødte";3017
"06 Buskerud";"1966";"Døde";1872
"06 Buskerud";"1966";"Innflyttinger";5873
"06 Buskerud";"1966";"Utflyttinger";5998
"06 Buskerud";"1967";"Folkemengde";191744
"06 Buskerud";"1967";"Levendefødte";2992
"06 Buskerud";"1967";"Døde";1938
"06 Buskerud";"1967";"Innflyttinger";6031
"06 Buskerud";"1967";"Utflyttinger";6043
"06 Buskerud";"1968";"Folkemengde";192786
"06 Buskerud";"1968";"Levendefødte";3118
"06 Buskerud";"1968";"Døde";2061
"06 Buskerud";"1968";"Innflyttinger";6386
"06 Buskerud";"1968";"Utflyttinger";5774
"06 Buskerud";"1969";"Folkemengde";194501
"06 Buskerud";"1969";"Levendefødte";3070
"06 Buskerud";"1969";"Døde";2126
"06 Buskerud";"1969";"Innflyttinger";6790
"06 Buskerud";"1969";"Utflyttinger";5942
"06 Buskerud";"1970";"Folkemengde";196315
"06 Buskerud";"1970";"Levendefødte";2959
"06 Buskerud";"1970";"Døde";2122
"06 Buskerud";"1970";"Innflyttinger";8800
"06 Buskerud";"1970";"Utflyttinger";6936
"06 Buskerud";"1971";"Folkemengde";198852
"06 Buskerud";"1971";"Levendefødte";3139
"06 Buskerud";"1971";"Døde";2113
"06 Buskerud";"1971";"Innflyttinger";7830
"06 Buskerud";"1971";"Utflyttinger";6398
"06 Buskerud";"1972";"Folkemengde";201306
"06 Buskerud";"1972";"Levendefødte";3068
"06 Buskerud";"1972";"Døde";2134
"06 Buskerud";"1972";"Innflyttinger";7322
"06 Buskerud";"1972";"Utflyttinger";6693
"06 Buskerud";"1973";"Folkemengde";203135
"06 Buskerud";"1973";"Levendefødte";2852
"06 Buskerud";"1973";"Døde";2124
"06 Buskerud";"1973";"Innflyttinger";8026
"06 Buskerud";"1973";"Utflyttinger";6590
"06 Buskerud";"1974";"Folkemengde";205272
"06 Buskerud";"1974";"Levendefødte";2893
"06 Buskerud";"1974";"Døde";2262
"06 Buskerud";"1974";"Innflyttinger";8490
"06 Buskerud";"1974";"Utflyttinger";6493
"06 Buskerud";"1975";"Folkemengde";208061
"06 Buskerud";"1975";"Levendefødte";2797
"06 Buskerud";"1975";"Døde";2293
"06 Buskerud";"1975";"Innflyttinger";7858
"06 Buskerud";"1975";"Utflyttinger";6656
"06 Buskerud";"1976";"Folkemengde";209672
"06 Buskerud";"1976";"Levendefødte";2556
"06 Buskerud";"1976";"Døde";2240
"06 Buskerud";"1976";"Innflyttinger";7399
"06 Buskerud";"1976";"Utflyttinger";6043
"06 Buskerud";"1977";"Folkemengde";211343
"06 Buskerud";"1977";"Levendefødte";2420
"06 Buskerud";"1977";"Døde";2364
"06 Buskerud";"1977";"Innflyttinger";6946
"06 Buskerud";"1977";"Utflyttinger";6266
"06 Buskerud";"1978";"Folkemengde";212075
"06 Buskerud";"1978";"Levendefødte";2464
"06 Buskerud";"1978";"Døde";2357
"06 Buskerud";"1978";"Innflyttinger";6850
"06 Buskerud";"1978";"Utflyttinger";6235
"06 Buskerud";"1979";"Folkemengde";212796
"06 Buskerud";"1979";"Levendefødte";2345
"06 Buskerud";"1979";"Døde";2264
"06 Buskerud";"1979";"Innflyttinger";6842
"06 Buskerud";"1979";"Utflyttinger";6074
"06 Buskerud";"1980";"Folkemengde";213608
"06 Buskerud";"1980";"Levendefødte";2346
"06 Buskerud";"1980";"Døde";2382
"06 Buskerud";"1980";"Innflyttinger";7202
"06 Buskerud";"1980";"Utflyttinger";6190
"06 Buskerud";"1981";"Folkemengde";214571
"06 Buskerud";"1981";"Levendefødte";2441
"06 Buskerud";"1981";"Døde";2400
"06 Buskerud";"1981";"Innflyttinger";7361
"06 Buskerud";"1981";"Utflyttinger";5996
"06 Buskerud";"1982";"Folkemengde";215983
"06 Buskerud";"1982";"Levendefødte";2421
"06 Buskerud";"1982";"Døde";2323
"06 Buskerud";"1982";"Innflyttinger";7130
"06 Buskerud";"1982";"Utflyttinger";5855
"06 Buskerud";"1983";"Folkemengde";217348
"06 Buskerud";"1983";"Levendefødte";2418
"06 Buskerud";"1983";"Døde";2321
"06 Buskerud";"1983";"Innflyttinger";6790
"06 Buskerud";"1983";"Utflyttinger";5749
"06 Buskerud";"1984";"Folkemengde";218462
"06 Buskerud";"1984";"Levendefødte";2477
"06 Buskerud";"1984";"Døde";2345
"06 Buskerud";"1984";"Innflyttinger";6312
"06 Buskerud";"1984";"Utflyttinger";5651
